Accession Number,Additional Notes,Alternate Term(s),Alternate Title,Artist,Brief Bio,Category,Class,Classification,Collected By,Collection Method,Collector Number,Common Name,Conservation,Creator,Credit Line,Cultural Region,Culture,Culture/Nationality,Date Collected,Date Made,Date Recorded,Definition,Description,Determined By,Diet Info,Division,Edition Number,Elevation,Family,Formation,Gender and Age,Genre/Form,Genus,Geologic Age,Habitat,Identification,Index/Track No.,Inscriptions and Colophons,Instrument,Kingdom,Lead Collector(s),Life History,Location,Materials,Materials Glossary,Materials and Techniques,Measurements,Microhabitat,Name,Nationality,Object Type,Order,Other Collector(s),Performer,Period,Phylum,Place Collected,Place Collected Details,Place Made,Place Recorded,Preparation Type,Preparation(s),Range,Recording Equipment,Scientific Name,Scientific Name Authority,Seasonality,Species,Specimen Name,Subclass,Suborder,Subspecies,Subspecies Authority,Superfamily,Term,Title,Type,Variety,Variety Authority,Website,image_url,url
CCE2003.5.5,,,,,,compact disk: commercial recording,,,,,,,,,Donated by Linda W. Mah.,,"Asian, Chinese",,,,"January 19-20, 1982",,,,,,,,,,,,,,,,Hong Kong Records 8.240090,,orchestra (Chinese classical),,,,,,,,,,,,,,,Hong Kong Philharmonic Orchestra,,,,,,"Tsuen Wan Town Hall, Hong Kong",,,,,,,,,,,,,,,,Colourful Clouds: The Hong Kong Phiharmonic Orchestra Plays Popular Chinese Classics,,,,,,https://search.museums.ualberta.ca/31-65385
2005.5.371,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk damask; silk satin; silk tapestry weave,"Tapestry Weave; Damask											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 108 cm x 109.5 cm,,,,collar,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Silk Tapestry Weave Collar from a Court Robe,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_371_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19593
2010.21.5.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,late 19th - early 20th century,,,"Right panel from a pair of dark blue silk brocade panels with a design of a flower vase and pendants at the top of the panel, followed by a five-clawed dragon, a round flower and lingzhi medallion and a pair of lion dogs flanking a pavillion on the bottom.",,,,,,,,,,,,,,,,,,,,,Dyed silk brocade with glazed gilt wood frame,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",,overall: 166.6 cm x 53.8 cm x 3 cm,,,,panel,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Right Panel from Pair of Dark Blue Brocade Panel,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2010/2010_021_005_002_re_s23-01v01.jpg,https://search.museums.ualberta.ca/21-24287
2004.19.22,,,,Gu Fang,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1692,,,A hanging scroll painting of a mountain landscape in the style of Wang Meng.,,,,,,,,,,,,,,,"Signed by Yunjian Gu Fang and impressed with 2 seals of the artist.  The scroll is also inscribed and impressed with a seal by Wang Hui (1632-1717), and is impressed with 4 collector's seals.",,,,,,ink on paper,,,sheet: 286.8 cm x 67.6 cm; image: 100.6 cm x 47.1 cm,,,,hanging scroll,,,,Qing 17th-18th centuries,,,,China,,,,,,,,,,,,,,,,,Landscape After Wang Meng,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2004/2004_019_022_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19087
2005.5.405,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,dark blue silk gauze embroidered with metal-wrapped threads,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 137 cm x 140 cm,,,,robe,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Gauze Court Dragon Robe for a Man,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_405_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19627
2004.19.2.40,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains an ink and watercolour depiction of a female dancer and a male merchant. The woman, left, stands on one leg and holds an instrument above her head. The man, right, wears a long jacket and conical hat while holding a fan.",,,,,,,,,,,,,,,,,,,,,ink; paper,,,sheet: 17.2 cm x 27.9 cm; image: 12.1 cm x 16.4 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Chinese Costumes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_040_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20051
2004.19.2.13,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"This album leaf is a part of a 48-page album that depicts Chinese subjects participating in various aspects of daily life, including government business, daily life, cultural customs, modes of transportation, and corporal punishment. This leaf contains ink and watercolour depictions of three figures – two priests (labelled as “padre”) and one priestess. The figure on the left wears a long dark grey robe with very wide sleeves, a dark grey head cover, and black shoes. The middle figure wears a mid-length brown robe with wide sleeves over a blue pleated skirt and blue shoes. She also has a straw hat and a bag slung over her shoulder. The figure on the right is wearing a long brown robe, small black cap, and black shoes. He also carries a ruyi, a type of decorated sceptre, and had a decorated belt with a long tassel.",,,,,,,,,,,,,,,,,,,,,ink; paper,,,sheet: 17.2 cm x 28 cm; image: 11.4 cm x 18.5 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Chinese Costumes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_002_013_s21-10v01.jpg,https://search.museums.ualberta.ca/21-19961
2005.5.9,,,"Jifu, or semi-formal court robe, for an empress, third style",unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1775-1795,,,,,,,,,,,,,,,,,,,,,,,,yellow silk satin with silk and metal-wrapped thread embroidered roundels,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 135 cm x 197.5 cm; neck to hem: 135 cm; cuff to cuff: x 197.5 cm,,,,robe,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Imperial Yellow Silk Semi Formal Court Robe for an Empress,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_009_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19231
2005.5.633,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,cotton; silk brocade,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",,overall: 222 cm x 202 cm,,,,yardage,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Silk Brocade Yardage for a Robe,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2005/2005_005_633_re_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19855
2004.19.1.1.65,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1759,,,"This album leaf is part of a section of the illustrations of costumes from the Qianlong court, Huangchao liqi tushi (“The Regulations for the Ceremonial Paraphernalia of the [Qing] Dynasty”). In total there are 34 folios that depict costumes appropriate for the Empress Dowager or Empress to wear at the imperial court along with short descriptive captions. This folio features a large red imperial seal on gold-flecked paper.",,,,,,,,,,,,,,,The seal impression reads: 五福五代堂古稀天子寶 'Treasure of the Septuagenary Son of Heaven and the Five Generations in the Hall of the Five Happinesses',,,,,,ink; silk; paper,,,sheet: 42.2 cm x 81.7 cm; image: 12.7 cm x 12.7 cm,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Illustrations of Costumes from the Qianlong Court,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_001_001_065_ve_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20274
2002.6.5,,,,,,"Clothing, Headwear",,,,,,,,Golden Horse,Donated by James Allan,North American,North American,,,after 1945,,,"Cotton twill-woven navy and white striped cap; Crown shaped by inverted box pleats at front, back and sides. cardboard visor is covered with light blue denim on top and main fabric at bottom, visor is 6.5 cm wide in CF; headband is made of different fabric than the crown: excess fabric inside front suggest alteration; Woven label with image of half  a horse in yellow and three Chinese characters sewn on headband at left.",,,,,,,,boys,,,,,,,,,,,,,,,cotton; machine sewn,overall: 26 x 22 x 25 cm,,,,cap,,,,,,,,Asia: China,,,,,,,,,,,,,,,,,cotton cap,,,,,,https://search.museums.ualberta.ca/13-58437
2004.19.68.1.11,,,,unknown,,prints,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1767-1774,,,"A printed calligraphic piece with two square red seals.  This manuscript goes along with engraving .68.1.29. It is number 12, chronologically, in the set of 16 copperplate engravings.",,,,,,,,,,,,,,,,,,,,,silk; paper; ink,,,overall: 63.1 cm x 112.4 cm; image: 52.2 cm x 93 cm,,,,print,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Print from the Qianlong Emperor’s Conquests,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_068_001_011_s21-03v01.jpg,https://search.museums.ualberta.ca/21-19881
2005.5.441,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk floss; silk satin; rhinestone; plastic beads; mylar gold braid,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,sleeve band,,,,Qing 18th-19th centuries,,,,China,,,,,,,,,,,,,,,,,Two Embroidered Cream Silk Sleeve Bands,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_441_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19663
2004.19.82,,,,Wang Hui,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1694,,,"A hanging scroll painting of a mountainous river landscape, painted in the style of Dong Qichang.",,,,,,,,,,,,,,,"The scroll is signed by Gengan Sanren, Wang Hui and is inscribed with a poem.  The scroll is impressed with 4 artist seals.",,,,,,ink and colour on paper,,,overall: 182.9 cm x 53.8 cm; image: 54.5 cm x 34.2 cm; rolled: 6.5 cm x 63.5 cm x 5 cm,,,,hanging scroll,,,,Qing 17th century,,,,China,,,,,,,,,,,,,,,,,Landscape After Dong Qichang,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_082_s21-10v01.jpg,https://search.museums.ualberta.ca/21-19147
2005.5.42,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1900,,,,,,,,,,,,,,,,,,,,,,,,silk; embroidery; braid,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,panel,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Two Blue Silk Panels made from Fragments of a Woman's Skirt,,,,,,https://search.museums.ualberta.ca/21-19264
2005.5.374,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,ca. 1900,,,,,,,,,,,,,,,,,,,,,,,,dark pink silk damask with embroidered off-white silk damask sleeve bands and pale gray silk satin facings,"Damask; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 98.1 cm x 144.9 cm,,,,jacket,,,,Qing 20th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Magenta Silk Damask Jacket for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_374_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19596
2008.29.20.c,,,,,,Ceremonial Artifact,,,,,,,,unknown,Donated by Ruth Malloy,East Asian,East Asian,,,2006,,,"Dark blue funeral paper shoe, made to be burned and used for the dead. Decorated with Chinese symbols printed in yellow and red at front.",,,,,,,,unknown,,,,,,,,,,,,,,,,overall: 16.5 cm x 8.5 cm,,,,shoe,,,,,,,,"Asia: China, Heilongjiang Sheng, Harbin",,,,,,,,,,,,,,,,,funeral paper shoe,,,,,,https://search.museums.ualberta.ca/13-190700
2005.5.620,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk floss; silk satin; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 27.5 cm x 11.2 cm,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Right Side of the Front Panel of a Rank Badge,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_620_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19842
2009.2.16.4,,,,"Tani, Hyakunen",,,,,,,,,,,Gift of Masako and Takamori Miyazaki,,,Japanese,,1848,,,"This book is volume 4 of 7 from the Keiten yoshi series that deals with the I Ching (Yijing) or 'Classic of Changes'. This series made classical Chinese texts from a variety of philosophical and religious traditions accessible to readers and included commentaries and explanations in Japanese.

The yoshi in Keiten yoshi means ""abundance of teachers"", suggesting that the role of these books are for readers to be able to teach themselves the Chinese classics.",,,,,,,,,,,,,,,,,,,,Print Study Centre,ink on paper; woodcut,,,overall: 22 cm x 15.3 cm x 1 cm; sheet: 22 cm x 14.2 cm; image: 18.3 cm x 14.2 cm; sight: 22 cm x 29.1 cm,,,,book,,,,,,,,,,,,,,,,,,,,,,,,,Accessible Classics: Classic of Changes section Vol. 4,,,,,https://media.museums.ualberta.ca/UAAC/ppt/2009/09_002_016_004s01v01.jpg,https://search.museums.ualberta.ca/11-22794
2010.20.1.4.3,,,,Gao Jin,,published works,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1771,,,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volumes 21, Chapter 51-52. Hefang [River conservation]. Woodblock printed, thread binding.",,,,,,,,,,,,,,,,,,,,,"printed woodblock, thread binding",,,overall: 29.8 cm x 20.5 cm,,,,book,,,,,,,,China: Beijing,,,,,,,,,,,,,,,,,"Magnificent Record of the Southern Tours, volumes 21, chapters 51-52",,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_004_003_s20-02v01.jpg,https://search.museums.ualberta.ca/21-23699
2004.19.15,,,,Xu Yang,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,A handscroll painting with lacquer storage box.,,,,,,,,,,,,,,,,,,,,,ink and colour on silk,,,sheet: 72.6 cm x 2433.1 cm; image: 68.9 cm x 1533.9 cm,,,,handscroll set,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,"Qianlong Emperor's Southern Inspection Tour, Scroll Two: Crossing the Grand Canal at Dezhou Handscroll with Storage Box",,,,,https://media.museums.ualberta.ca/UAAC/full/2004/19-15_4.jpg,https://search.museums.ualberta.ca/21-19080
2005.5.50,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,metallic thread; silk; silk jacquard; silk satin,"Brocade											
											 
												
												
													
														View Materials Glossary Details »",,,,,,panel,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,A Pair of Silk Brocade Panels made from Fragments of a Dragon Robe,,,,,,https://search.museums.ualberta.ca/21-19272
2005.5.305,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"A dark blue silk surcoat (or bufu) with tapestry woven rank badges on the front and back. There is a crane, recognizable with a red cap on its head, depicted on the square rank badges, identifying the wearer as a first-rank civil official. The position of the sun on the left side of the badge (the wearer's right side) indicates that the wearer is a man. Auspicious symbols, including bats for good fortune and a geometric wan - multiplying good fortune by an infinite amount - in the background, surround the crane and there is a standing water and waves motif below. This surcoat has a typical front opening with five brass buttons, two side vents, and a standing collar. The standing collar is not a typical design feature on surcoats, which can be seen when compared to other examples in the collection, such as Blue Silk Gauze Surcoat for a Man (2005.5.93). This robe design has likely been modified from a traditional surcoat, including longer and narrower sleeves, and may not be typical official’s attire. The lining fabric is a pale blue plain weave silk.",,,,,,,,,,,,,,,,,,,,,dark blue silk with silk and metal-wrapped thread tapestry weave rank badges,"Tapestry Weave											
											 
												
												
													
														View Materials Glossary Details »",,overall: 121.5 cm x 169 cm; neck to hem: 121.5 cm; cuff to cuff: x 169 cm,,,,surcoat,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Blue Silk Tapestry Weave Surcoat for a Man,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_305_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19527
2005.5.288.2,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk floss; silk satin; silk twist,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 89.2 cm x 12.4 cm,,,,sleeve band,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Yellow Silk Sleeve Band,,,,,,https://search.museums.ualberta.ca/21-20788
2005.5.152.2,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,silk damask edged with blue and black silk satin borders embroidered with silk and metal-wrapped threads,"Damask; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 69 cm x 40.4 cm,,,,leggings,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Silk Legging for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_152_002_re_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20947
UADBG-B-16926,,,,,,,,,,,24447,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1640 m,,,,,,,"Picea-Abies-Betula dark conifer forest, about 430 years old with 80% canopy light, about 5% shrub cover and 45% herbaceous cover",,,,,,René J. Belland,,,,,,,on boulder,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, opposite Chinese plot 3",,,,,,,Tortella tortuosa,(Hedw.) Limpr.,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179880
